"One of the best mexican movies ever!, and one of the less understood, even by mexican themselves, no matter how identified the should have felt with it.  ",English
"It ranks highly as a great noir-crime-drama, incredible performances by Belmondo and Lino Ventura.  ",English
"The attention given to every character, and complex psychological portrayals, detailing loyalty, treachery, love, and hope, are tremendous.  ",English
"It is an excellent drama, an excellent thriller, and an excellent film.  ",English
Up there with the best of Melville.  ,English
Everything about this film is simply incredible.  ,English
You truly take this journey through the eyes and soul of a child.  ,English
BLACK WATER is a thriller that manages to completely transcend it's limitations (it's an indie flick) by continually subverting expectations to emerge as an intense experience.  ,English
"The performances are real and gripping, the crocdodile is extremely well done, indeed if the Black Water website is to be believed that's because they used real crocs and the swamp location is fabulous.  ",English
I thoroughly enjoyed it when Christopher Eccleston took control of the TARDIS and the continuation of the series.  ,English
I'm not sure what he was trying to do with this film.  ,English
If it was to turn my good day feeling into a night of disturbing memories than I guess he succeeded.  ,English
There is a lot of beautiful places.  ,English
"It was forced, like everything in this movie.  ",English
"Again, lame.  ",English
Here's where the movie really pi**ed me off.  ,English
And don't even get me started on the jerky camerawork.  ,English
When I saw it in the theater I thought I was going to be sick.  ,English
Summary: The witticisms weren't witty.  ,English
"The plot - well, I said I'd let that one go.  ",English
The acting was bad.  ,English
Really bad.  ,English
"Even Billy Bob couldn't rise above the script, which was worse.  ",English
"Camerawork - again, bad.  ",English
Rating: 1 out of 10.  ,English
An AMAZING finale to possibly the BEST trilogy of all time!  ,English
Kieslowski never ceases to amaze me.  ,English
"He is one of my favourite directors, and one of the most talented directors in the history of cinema.  ",English
"His use of the colours of the French flag in the three films was nothing short of incredible, every shot, every scene was like a work of art.  ",English
Three of the most visually appealing movies i've ever seen.  ,English
And his subtle connections between the three films are awesome.  ,English
"I have to mention this and it is a huge SPOILER, i loved the ending, how all the characters of the three films were the remaining survivors of the ferry disaster, with Valentine and the young judge together, and the old man watching it on her TV, solidifying his happiness over the suffering which he dealt with for those many years.  ",English
"I couldn't think of a better way to end the film, but a smile on my face, great way to wrap up an amazing film and trilogy!  ",English
"I recommend this for EVERYONE who loves film, movies, anything...A Work of Art!  ",English
10 out of 10 for both the movie and trilogy.  ,English
I literally vomited while watching this film.  ,English
I think i was one of the people who found this another one of roth's pearls.  ,English
"his performance, as awarded, was stunning.  ",English
"the story which was told so eloquently by Francis ford Coppola 25 years earlier, really unfolds gradually and leaves room for the characters to develop.  ",English
In a most wonderful location lies a story of contrast.  ,English
All in all a beautiful directed film from Nicola's roeg wih a sublime cast.  ,English
I'm translating movies for a living and this is the first movie in my 5-year working experience that I found offensive to my intelligence.  ,English
"But when someone strives for greatness and poetry, but delivers a muddled (and often ridiculous) story, a bunch of disparate scenes, pretentious dialogue... Then you get the worst kind of a movie that some other reviewer very accurately defined as ""pretentious crap"".  ",English
"To those who find this movie intelligent or even masterful, I can only say - it's your intelligence and your imagination you obviously used to try and make some sense of this pitiful attempt (it's in our human nature to try and make sense of things) .  ",English
"One more thing: I can tolerate political incorrectness very well, I'm all for artistic freedom and suspension of disbelief, but the Slavic female character was just too much.  ",English
This is such a fun and funny movie.  ,English
Highly entertaining at all angles.  ,English
"It features an outlandish array of memorable, psychotic but lovable nuts.  ",English
"So for our enjoyment we get to see them run around, play games, and be dangerous.  ",English
It even has its sweet moments.  ,English
The telephone repair man was really funny and his reactions to the nuts and bitchy boss were truly genuine.  ,English
All the characters in this film are tremendously well played.  ,English
And I really did find them funny.  ,English
This is actually a very smart movie.  ,English
There is a brilliant twist ending.  ,English
" I love it.  	1",English
"The ending is so, SO perfect... you'll shed a tear.  ",English
I am so thrilled after seeing a movie like this.  ,English
I will never forget it now.  ,English
It is not just a cult... it is a cult CLASSIC.  ,English
Which has more depth and character than the man underneath it.  ,English
The Malta settings are as dry and as barren as the dialogue.  ,English
This movie is terrible.  ,English
"The hockey scenes are terrible, defensemen playing like they're 5 years old, goalies diving at shots that are 10 feet wide of the net, etc.  ",English
"For those that haven't seen it, don't waste your time!  ",English
To call this movie a drama is ridiculous!  ,English
Started watching this but didn't believe in any of the characters.  ,English
In particular the relationship between the bakery assistant and the waitress just didn't work for me at all.  ,English
It was a very superficial movie and it gave me the feeling that I was watching play rather than a film.  ,English
The characters were very 'stagey' and the storyline was a lot like a stage farce.  ,English
By the time the pyromaniac waylaid the assistant I was bored and didn't care what happened next and so I switched off.  ,English
Glad I didn't pay to see it.  ,English
Didn't laugh or even smile once.  ,English
But it wasn't anything at all just one big yawn...  ,English
It is a really good show to watch.  ,English
It is very educational for children 1 to 8 years old.  ,English
Barney is definitely super DE duper.  ,English
is pretty funny.  ,English
Babie Bop is very cute.  ,English
The kids are very cool too.  ,English
" But Storm Trooper"" is not even bad enough to make it to the list of wonderfully terrible movies.  ",English
It's just lame.  ,English
The guy who said he's had better dialogue with his potted plants has it right.  ,English
Everything about this movie is stupid.  ,English
"Even if you love bad movies, do not watch this movie.  ",English
It is shameful.  ,English
I would give this television series a 10 plus if i could.  ,English
"The writers were ""smack on"" and I think the best actors and actresses were a bonus to the show.These characters were so real.  ",English
I must say I have taped most of the episodes and i find myself watching them over and over again.  ,English
Now you know why I gave it a 10+!  ,English
"I don't know exactly what it is about this movie, but we latched on to this endearing movie and it has become a special part of our family's memories.  ",English
I totally and absolutely recommend this movie to anyone who likes good wholesome family movies because that is exactly what this is.  ,English
The things that the four kids get themselves into is absolutely hilarious to watch.  ,English
This is one of the best movies out there that shows such strong sibling bond for each other.  ,English
"Much more interesting, more action, more suspense, and less of the unneeded controversy.  ",English
Everything from acting to cinematography was solid.  ,English
Damian is so talented and versatile in so many ways of writing and portraying different Characters on screen.  ,English
This movie has a cutting edge to it.  ,English
"I am so pleased to know such a modern day genius is out there , letting is passion for Art drive him and taking us as an audience with him.  ",English
"The new characters weren't all that memorable, and I found myself forgetting who was who.  ",English
I felt as though her going to Ireland did absolutely nothing whatsoever.  ,English
"It didn't make me scared, horrified, or make me sympathetic towards the characters; it was simply annoying.  ",English
The jerky camera movements were also annoying.  ,English
The plot was the same as pretty much every other cheap horror.  ,English
"There was a few pathetic attempts to give the characters some depth, but it didn't really work into the rest of the plot.  ",English
"I guess it was supposed to be clever twist, then shed some light on the situation, but it was just stupid.  ",English
"If you see it, you should probably just leave it on the shelf.  ",English
"Elias Koteas,Jack Palance play good roles Angelina is hot and gets naked.Billy Drago appears in this and is cool as usual + a cameo by Sven ole Thorsen helps make this a very enjoyable movie with good acting and a decent budget.  ",English
This was such an awesome movie that i bought it off of Ebay.  ,English
"I really loved the story line and the poler bear was kinda cute.But if anyone has a question about Fort Steele, just ask away:)  ",English
This totally UNfunny movie is so over the top and pathetic and unrealistic that throughout the whole 90 minutes of utter torture I probably looked at my watch about 70000 times!  ,English
Lucy Bell is so much higher than this crap and for her to sink this low is quite depressing.  ,English
All this movie does is make you sick watching all these slackers make excuses for their stupid actions for 90 minutes.  ,English
"God, and I can never get that 90 minutes back!  ",English
"I think the most wonderful parts (literally, full of ""wonder"") are the excerpts from his works.  ",English
"The sets (especially designed to work with the camera) are amazing....stylized, beautiful and effective.  ",English
They could be used as exemplars for any set designer.  ,English
The stories were powerful explorations of the nature of man and of art.  ,English
"After watching this film, I wanted to learn more about the works of this artist.  ",English
"I highly recommend this movie for anyone interested in art, poetry, theater, politics, or Japanese history.  ",English
"Here, in The Wind and the Lion, we see a wonderful rendering of America's own Imperial age.  ",English
") What makes this story different are the terrific production values - faultless photography, composition and editing - the terrific casting - the underappreciated Brian Keith playing a bully Teddy - and vivid history.  ",English
"Though The Wind and the Lion is told largely through the eyes of the son, every member of the family can identify with one of the characters, whether it be Sean Connery's noble brigand, Candace Bergen's feisty heroine, John Huston's wily John Hay or Steve Kanaly's spiffy, radiant, ruthless can-do lieutenant, Roosevelt's ""Big Stick"".  ",English
This is high adventure at its best.  ,English
"I think it was Robert Ryans best film, because he portrayed someone like my father, and he was a schizophrenic in real life,(my father) although he never murdered anyone but was affected more so during the second world war which made him worse.  ",English
Having to humour him just to get by and get through the day was so apt.  ,English
"(My mother and brother had to do this)When I saw Robert Ryan portraying this type of man, it was a very good imitation of this type of individual, and I was impressed.  ",English
Almost all of the songs in Cover Girl are old-fashioned and not very tuneful.  ,English
The most annoying thing about 'Cover Girl' is the way in which Rita Hayworth is put up on a pedestal.  ,English
"Unfortunately, 'Cover Girl' is an example of how Hollywood used to exploit women for financial gain.  ",English
Non-linear narration thus many flashbacks and every part are articulated quite well.  ,English
The good cinematography also makes her and Monica Bellucci look very beautiful.  ,English
A good commentary of today's love and undoubtedly a film worth seeing.  ,English
"For people who are first timers in film making, I think they did an excellent job!!  ",English
"It was very popular when I was in the cinema, a good house and very good reactions and plenty of laughs.  ",English
It's a feel-good film and that's how I felt when I came out of the cinema!  ,English
It has northern humour and positive about the community it represents.  ,English
I rather enjoyed it.  ,English
I liked it.  ,English
I couldn't take them seriously.  ,English
It really created a unique feeling though.  ,English
Vivian Schilling did an excellent job with the script.  ,English
A world better than 95% of the garbage in the theatres today.  ,English
Her role was played well.  ,English
Not too screamy not to masculine but just right.  ,English
The camera really likes her in this movie.  ,English
I would have casted her in that role after ready the script.  ,English
"As a European, the movie is a nice throwback to my time as a student in the 1980's and the experiences I had living abroad and interacting with other nationalities, although the circumstances were slightly different.  ",English
I am a fan of his ... This movie sucked really bad.  ,English
Even worse than Ticker!  ,English
& That movie was bad.  ,English
"Only like 3 or 4 buildings used, a couple of locations MAYBE, & poor hummh!  ",English
It just blew.  ,English
"This movie is excellent!Angel is beautiful and Scamp is adorable!His little yelps when hes scared,and the funniest parts are when:Scamp is caught under the curtain and when Angel and Scamp are singing 'Ive Never Had This Feeling Before'.I totally recommend this movie,its coming out on special edition on June 20.The cover has scamp on a garbage can and Angel underneath the lid.  ",English
"I just cant explain this movie more than romantic,charming,hilarious,and adorable.The junkyard scenes are funny,all the junkyard dogs have something special.Too funny i laughed,kids will LOVE it.Buy it when it comes out,it has new features!  ",English
Now we were chosen to be tortured with this disgusting piece of blatant American propaganda.  ,English
This show is made for Americans - it is too stupid and full with hatred and clichés to be admitted elsewhere.  ,English
"Almost everyone involved must be return to school, acting is utterly predictable and bad, script is pile of garbage all round.  ",English
"I wish I could enter negative values, admins?  ",English
"The sets are so bad, they wouldn't look out of place on a Thunderbirds episode.  ",English
"The use of slow-motion needlessly repeats itself throughout the movie but is well backed up by bad acting (and bad is a kind word here), no continuity, scenes that are thrown in for no reason whatsoever, vehicles that looked like they were made from a Corn Flakes box and a directorial style that bordered on stupidity.  ",English
"Oh yeah, and the storyline was pathetic too.  ",English
I hate writing bad reviews about films - especially those in which I really like the star - but this film is so bad I don't believe for one second that anyone could have been proud of it.  ,English
I am not a filmmaker nor am I a director but I would hide my head in the sand if I'd spent whatever amount of money and time on this movie.  ,English
In short - this was a monumental waste of time and energy and I would not recommend anyone to EVER see this film.  ,English
It came free with a DVD player I bought but I still turned the thing off halfway through because I was embarrassed for Howell.  ,English
1/10 - and only because there is no setting for 0/10.  ,English
"An interesting premise, and Billy Drago is always good as a dangerous nut-bag (side note: I'd love to see Drago, Stephen McHattie and Lance Hendrikson in a flick together; talk about raging cheekbones!).  ",English
"The soundtrack wasn't terrible, either.  ",English
"But the acting--even that of such professionals as Drago and Debbie Rochon--was terrible, the directing worse (perhaps contributory to the former), the dialog chimp-like, and the camera work, barely tolerable.  ",English
"Still, it was the SETS that got a big ""10"" on my ""oy-vey"" scale.  ",English
"Yes, I am simplifying things here for the sake of brevity, for this really is at the core of the problems with this film - it has too much going on without any real, fulfilling explanation.  ",English
Both do good jobs and are quite amusing.  ,English
"But the convoluted plot just didn't convince me, and much of the film was watched with a weird, questioning glance.  ",English
"I let my girlfriend talk me into seeing this - bad idea, we both hated it.  ",English
The last 15 minutes of movie are also not bad as well.  ,English
"Bela Lugosi was totally extraneous, intoning odd lines.  ",English
"The acting was decidely wooden, though no worse than a period Universal B movie.  ",English
"I like Armand Assante & my cable company's summary sounded interesting, so I watched it, twice already, and probably will again.  ",English
I believe the screenwriter did a good job of tying up the loose ends.  ,English
My 8/10 score is mostly for the plot.  ,English
"I won't say any more - I don't like spoilers, so I don't want to be one, but I believe this film is worth your time.  ",English
"Wow, what a bad film.  ",English
"Not frightening in the least, and barely comprehensible.  ",English
"The plot doesn't hang together at all, and the acting is absolutely appalling.  ",English
Not even good for camp value!  ,English
"I wasn't expecting Oscar material, but this?  ",English
You'd have to have the IQ of particularly stupid mollusk not to see that one coming.  ,English
This film (and I use that word loosely) is an insult to the movie-going public.  ,English
If only someone involved with it knew how to string together narrative!  ,English
"This gets a 1 out of 10, simply because there's nothing lower.  ",English
"This is one I did not have, but I watched it recently on Fox Movie Channel, and was very disappointed.  ",English
"I know he was a contract player with little control over his scripts, but the acting was as bad as the script.  ",English
